RequestId,CustomerName,Source,Destination,Criteria
81,Elizabeth Ernser,6460A7,FAEA55,Cost
82,Rosie Swift,6E7635,AF5EDE,Hops
83,Peggy Bednar,B7196F,0F59F8,Hops
84,Wilfred Spencer,AC417B,C97172,Time
85,Jean Fay,556CA3,F19321,Cost
86,Alan Friesen,CB2617,D5F53B,Time
87,Tracy Kihn,334E33,B974DA,Hops
88,Krista McCullough,7CB0C8,6E7635,Cost
89,Marion Connelly,5E32DC,9E3E90,Hops
90,Clifford Bednar,5C6EDC,EF725A,Time
91,Bill Ondricka,403152,D320E5,Cost
92,Clarence O'Hara,F8A9E9,F392D9,Cost
93,Leticia Osinski,A9BB6C,0F59F8,Time
94,Tiffany Wilderman,5DC175,02389D,Hops
95,Sidney O'Conner,334E33,A16183,Cost
96,Melvin Senger,4CB4F8,AF5EDE,Cost
97,Julius Littel,5ECFCD,ED1E89,Cost
98,Gene Roberts,8BDE7B,AE3CB3,Time
99,Simon Lubowitz,C5E307,5C6EDC,Cost
100,Ricky Connelly,84305B,3C9576,Hops
101,Leon Rempel,CDC26D,CB2617,Time
102,Lonnie Lowe,F8A9E9,245447,Time
103,Stacy Stroman,75A9A4,FE52DA,Hops
104,Kristina Weber,CA4B18,0C985E,Cost
105,Barbara Sporer,334E33,A7A0F8,Time
106,Dean Borer,0C985E,885EFF,Cost
107,Bryant Bogan,75A9A4,F8A9E9,Cost
108,Felix Wisozk,682474,6460A7,Time
109,Melissa Abernathy,AC417B,544FAE,Cost
110,Wilma Ankunding,EEEF94,5ADEDC,Hops
111,Beth Hintz,E70A99,6D3D99,Time
112,Duane Considine,BB58E8,AE3CB3,Time
113,Wanda Dicki,EF725A,483E0B,Time
114,Cary Kris,9EB16F,550364,Cost
115,Pamela Bartoletti,483E0B,5ECFCD,Time
116,Courtney Mertz,7CB0C8,30DAE4,Time
117,Eric Jacobson,D46B5F,83A971,Cost
118,Winifred Treutel,9E3E90,610B10,Hops
119,Jeannette Kulas,7B66A2,9E3E90,Time
120,Darnell Nienow,CEE55A,9C5E0D,Time
121,Kurt Smith,EE67D9,ED1E89,Time
122,Oscar Kovacek,AAD1A5,8A3A94,Time
123,Wilfred Sanford,8DB674,EE1AFD,Cost
124,Danielle Gutmann,75A9A4,CA4B18,Cost
125,Becky Wuckert,F392D9,403152,Time
126,Allen Douglas,8A3A94,5ECFCD,Cost
127,Arturo Williamson,B974DA,550364,Cost
128,Nora Fisher,320DB4,7B2E93,Cost
129,Ruby Windler,02389D,7C7C2B,Hops
130,Meghan Hansen,D7D0FF,544FAE,Hops
131,Ruth Rau,30DAE4,483E0B,Cost
132,Edmond Kirlin,556CA3,5BF693,Hops
133,Marlon Murray,ED1E89,7B66A2,Time
134,Joy Jast,5EA68F,28488F,Hops
135,Tammy Ledner,B974DA,3C766D,Time
136,Christopher Zemlak,7C7C2B,5C6EDC,Time
137,Joann Bergstrom,A16183,C19EE3,Cost
138,Carol Kilback,B7196F,92573F,Cost
139,Roland Ritchie,CEE55A,94D4E0,Hops
140,Kate Jacobs,682474,483E0B,Time
141,Rosemarie Wuckert,382A98,8A3A94,Cost
142,Jennie Thompson,CA4B18,D6418E,Hops
143,Karla Bashirian,B85525,7C8400,Cost
144,Jacquelyn Lemke,A862E7,9189E1,Time
145,Constance Gerhold,5B8D34,0AACB6,Time
146,Jimmy Lockman,5ECFCD,392BF5,Cost
147,Melvin Greenholt,9934F3,D46B5F,Hops
148,Antonio Jenkins,556CA3,0E4226,Hops
149,Tim Klocko,05C63D,AF5EDE,Hops
150,Malcolm Kulas,B85525,84305B,Cost
151,Rafael Rippin,6460A7,1F29B5,Time
152,Harvey Ratke,52D3AE,5DC175,Hops
153,Alejandro Bogan,6EA5F0,9934F3,Time
154,Norman Barton,D7D0FF,FE1774,Hops
155,Cameron Quigley,A16183,4958EC,Hops
156,Celia Cummings,76D7A7,8BDE7B,Time
157,Sylvia Stehr,CEE55A,56376F,Cost
158,Wallace Durgan,6B5607,965CE4,Cost
159,Julius Bartoletti,45692C,CE2276,Time
160,Helen Wiegand,AF5EDE,05C63D,Time
161,Paulette Von,49E938,316F69,Cost
162,Theodore Wisozk,1C55B1,52D3AE,Time
163,Dewey Hartmann,5BF693,A9BB6C,Cost
164,Jim Senger,52D3AE,05C63D,Hops
165,Brett Bednar,0C985E,3C9576,Time
166,Forrest Jerde,FB7714,ED1E89,Hops
167,Ben Gislason,F19321,403152,Time
168,Eric DuBuque,7B66A2,52D3AE,Cost
169,Leo Grant,749BEE,24FE60,Hops
170,Stuart Douglas,DC1B44,334E33,Hops
171,Kerry Moen,6EA5F0,6E7635,Time
172,Desiree Wilkinson,F5DFF1,C89939,Hops
173,Rita Blick,E39BDC,556CA3,Hops
174,Nora Hammes,5BF693,EE67D9,Time
175,Barbara Harris,ED1E89,245447,Time
176,Caroline Lindgren,AC417B,94D4E0,Time
177,Opal Quitzon,B59188,885EFF,Hops
178,Jaime Grimes,D5F53B,7C8400,Time
179,Edgar Mante,4D2472,5FA399,Cost
180,Dennis Witting,3C766D,58183F,Cost
181,Marlon Friesen,AE85F2,A16183,Hops
182,Katie Hackett,7C8400,30DAE4,Time
183,Andres Boehm,C5E307,C52400,Hops
184,Tommie Lowe,FE52DA,5131C3,Time
185,Arlene Hilpert,DAAFEF,76BC45,Cost
186,Earnest Sauer,84305B,9C5E0D,Cost
187,Dustin Anderson,6DFC6D,AE3CB3,Cost
188,Carlos Jacobi,483E0B,F289AC,Hops
189,Paula Kovacek,9912E8,C52400,Cost
190,Ernesto Mueller,28488F,7C7C2B,Time
191,Terri Metz,AC417B,382A98,Cost
192,Shari Hills,9E3E90,5BF693,Hops
193,Rodney Kautzer,550364,ED1E89,Cost
194,Eleanor O'Reilly,9934F3,AAD1A5,Hops
195,Sherri Rosenbaum,A9446A,02389D,Time
196,Martha Feeney,FB7714,5ADEDC,Cost
197,Janis Cormier,5ADEDC,6CAE8A,Time
198,Ian Sporer,5BF693,4D2472,Time
199,Francisco Schmitt,B85525,58183F,Time
200,Julius Crooks,56376F,E70A99,Cost
201,Kelly Goodwin,D6418E,B974DA,Cost
202,Cora Ruecker,F19321,8AD5CB,Cost
203,Shelley Considine,F392D9,05C63D,Hops
204,Latoya Windler,C97172,E70A99,Hops
205,Cora Ullrich,45692C,6FFCE4,Hops
206,Lynn Kozey,83A971,6B5607,Hops
207,Bryan McGlynn,CA4B18,DAAFEF,Cost
208,Archie Swaniawski,EF725A,CDC26D,Hops
209,Maureen Kub,682474,5DC175,Hops
210,Chester Zulauf,FE1774,1F29B5,Cost
211,Krista Labadie,A16183,75A9A4,Time
212,Grant Beahan,1C55B1,F392D9,Time
213,Joan Langosh,76BC45,544FAE,Cost
214,Charlene Fadel,CA4B18,AC052B,Cost
215,Kay Mraz,7C7C2B,9934F3,Hops
216,Blanche Pagac,7B66A2,8AD5CB,Cost
217,Lionel Turner,7B2E93,EE67D9,Cost
218,Abraham VonRueden,52D3AE,CDC26D,Time
219,Estelle O'Reilly,0E4226,D08E9D,Hops
220,Catherine Wolf,3C766D,5B8D34,Hops
221,Troy Bailey,5ECFCD,3B4762,Hops
222,Levi Von,C89939,F392D9,Hops
223,Rosalie Reichert,235520,382A98,Time
224,Casey Rosenbaum,FB7714,A862E7,Cost
225,Rolando Sanford,3B4762,AAD1A5,Time
226,Eunice O'Kon,CB2617,EE67D9,Time
227,Dexter McDermott,1C55B1,C19EE3,Cost
228,Lori Schiller,19641B,3C9576,Hops
229,Clint Kuhlman,8BDE7B,AF5EDE,Cost
230,Jana Krajcik,9912E8,4E4594,Cost
231,Marian Bruen,320DB4,DAAFEF,Hops
232,Darryl Marquardt,DAAFEF,24FE60,Hops
233,Joan Kessler,D6418E,D6418E,Hops
234,Kristina Lakin,392BF5,392BF5,Cost
235,Clayton Tillman,6DFC6D,24FE60,Hops
236,Dianne Luettgen,0E4226,94D4E0,Time
237,Robert Cormier,AE3CB3,FB7714,Hops
238,Joy Quigley,1FA016,30DAE4,Time
239,Francisco Cole,CEE55A,A9BB6C,Time
240,Cornelius Kerluke,7E66A0,AE85F2,Cost
241,Grady Hagenes,FE1774,FB7714,Cost
242,Holly Weissnat,0C985E,A7A0F8,Cost
243,Leticia Connelly,6D3D99,6CAE8A,Cost
244,Tomas Dibbert,5ECFCD,5ADEDC,Hops
245,Rickey Hills,4CB4F8,94D4E0,Cost
246,Lynda Bins,58183F,7E66A0,Hops
247,Francisco Leffler,682474,92573F,Cost
248,Trevor Farrell,9E3E90,5B8D34,Hops
249,Frederick Ondricka,F5DFF1,5B8D34,Time
250,Lynne Kertzmann,58183F,5E32DC,Time
251,Jack Greenfelder,6CAE8A,B59188,Cost
252,Conrad McKenzie,5ECFCD,610B10,Hops
253,Olive Kutch,AC052B,D5F53B,Cost
254,Tyler Cruickshank,3C766D,6CAE8A,Hops
255,Beulah Reilly,EE67D9,5B8D34,Cost
256,Kristina Grant,9C5E0D,F5DFF1,Cost
257,Dean Brakus,320DB4,7E66A0,Cost
258,Dawn Hilll,E28CB6,097B12,Time
259,Rhonda Kassulke,A9446A,C6637A,Time
260,Garry Wiegand,5C6EDC,F5DFF1,Hops
261,Lillian Casper,76D7A7,885EFF,Hops
262,Irene Sawayn,5BF693,7C8400,Hops
263,Melvin Swaniawski,CE2276,75A9A4,Hops
264,Levi Kozey,885EFF,5ECFCD,Cost
265,Ivan Leuschke,D08E9D,F19321,Cost
266,Lora Nienow,A7A0F8,FE52DA,Time
267,Lucille Howe,71AE33,7B66A2,Time
268,Lamar Nikolaus,5131C3,403152,Hops
269,Rosemary Schinner,1F29B5,CB2617,Time
270,Harold Medhurst,FE52DA,C97172,Hops
271,Victor Daugherty,58183F,AE85F2,Hops
272,Nina Marvin,49E938,FE1774,Hops
273,Ignacio Kunze,E28CB6,75A9A4,Time
274,Inez Barrows,8DB674,115E3D,Hops
275,Terri Collins,AF5EDE,D46B5F,Time
276,Robert Swaniawski,7CB0C8,AC052B,Cost
277,Amelia Wilderman,9E3E90,D320E5,Time
278,Caleb Jenkins,885EFF,B974DA,Hops
279,Max Wolf,9E3E90,749BEE,Hops
280,Jody Mertz,5DC175,682474,Cost
281,Pamela Kozey,B974DA,F8A9E9,Cost
282,Owen Hahn,02389D,A16183,Hops
283,Celia Schulist,D05BB4,316F69,Time
284,Loren Berge,749BEE,E39BDC,Time
285,Peter Wilderman,30DAE4,52D3AE,Time
286,Madeline Schowalter,A16183,BB58E8,Time
287,Raul Raynor,EEBEEB,30DAE4,Cost
288,Chester Wuckert,8DB674,75A9A4,Hops
289,Freda Hettinger,1F29B5,316F69,Cost
290,Brett Becker,5C6EDC,94D4E0,Hops
291,Pablo Effertz,83A971,4D2472,Hops
292,Candice Sawayn,AC052B,D320E5,Hops
293,Daryl Satterfield,D320E5,F85155,Hops
294,Henrietta Leannon,B85525,9912E8,Cost
295,Tina Mann,245447,C52400,Cost
296,Casey Hartmann,C52400,C89939,Hops
297,Jean O'Hara,CDC26D,EE67D9,Hops
298,Johnnie Krajcik,9C5E0D,6FFCE4,Hops
299,Rosemary Franecki,9C5E0D,56376F,Time
300,Janis Glover,D320E5,7B66A2,Cost
301,Jeanne Bradtke,382A98,1C55B1,Cost
302,Brendan Ankunding,5EA68F,DAAFEF,Time
303,Jorge Considine,F8A9E9,C6637A,Cost
304,Shelia Mraz,F392D9,5ADEDC,Hops
305,Phillip Kub,05B7E8,0C985E,Cost
306,Greg Abbott,7C8400,6DFC6D,Cost
307,Ben Wiegand,49E938,9912E8,Hops
308,Allison Herman,245447,F289AC,Cost
309,Gordon Hayes,749BEE,5E32DC,Time
310,Tracy Price,AE3CB3,E70A99,Time
311,Willard Schmitt,D08E9D,E70A99,Cost
312,Jeanette Quigley,5131C3,6460A7,Cost
313,Lila Abshire,D08E9D,FB7714,Time
314,Shannon Littel,A9446A,EE1AFD,Hops
315,Forrest Kuphal,DAAFEF,B85525,Hops
316,Saul Roberts,E70A99,1C55B1,Cost
317,Matthew Willms,B59188,D7D0FF,Time
318,Ruby Hartmann,FE1774,A7A0F8,Time
319,Winifred Nolan,4D2472,BB58E8,Cost
320,Valerie Cruickshank,6EA5F0,3B4762,Time
321,Luz Baumbach,320DB4,DC1B44,Time
322,Nathaniel Ondricka,7C8400,AE85F2,Time
323,Lora Heathcote,8BDE7B,392BF5,Time
324,Victor Windler,F392D9,0E4226,Time
325,Kelly Barton,AE3CB3,9912E8,Hops
326,Sophia Stroman,D6418E,A9446A,Hops
327,Delores Zemlak,9E3E90,58183F,Hops
328,Zachary Berge,BB58E8,610B10,Hops
329,Mamie Prohaska,023881,F19321,Hops
330,Arturo Kohler,B59188,3B4762,Time
331,Wayne Pagac,B7196F,94D4E0,Cost
332,Inez Larkin,CE2276,45692C,Cost
333,Felix Bernier,9189E1,FE52DA,Time
334,Leticia Rippin,EDB726,BB58E8,Time
335,Ethel Jaskolski,71AE33,A9446A,Cost
336,Cameron Schuster,D7D0FF,6E7635,Cost
337,Gerald Beatty,6CAE8A,ED1E89,Time
338,Lynette McDermott,749BEE,6460A7,Time
339,Marion Johnson,C5E307,D6418E,Hops
340,Leroy Beier,0F59F8,A7A0F8,Hops
341,Julian Green,76BC45,235520,Cost
342,Joy Gaylord,FB7714,6E7635,Time
343,Rickey Moen,AAE996,5FA399,Cost
344,Courtney Berge,85A952,5DC175,Time
345,Eileen Treutel,245447,8A3A94,Hops
346,Sophia Waters,C33C74,023881,Time
347,Karla Hilpert,5BF693,83A971,Hops
348,Roosevelt Hane,52D3AE,DC1B44,Hops
349,Lena Hackett,0E4226,334E33,Cost
350,Cheryl Daugherty,A16183,AAE996,Hops
351,Wilbur Kuvalis,D46B5F,ED1E89,Cost
352,Patrick Bahringer,E39BDC,94D4E0,Time
353,Mario Stracke,235520,5ADEDC,Time
354,Lee Frami,9E3E90,FB7714,Cost
355,Gwen Conn,A9BB6C,CEE55A,Time
356,Pete Yundt,C97172,5C6EDC,Time
357,Alice Frami,8AD5CB,19641B,Time
358,Evan Keebler,885EFF,E28CB6,Cost
359,Ashley Champlin,E39BDC,6D3D99,Cost
360,Pearl Kuphal,6D3D99,403152,Cost
361,Elvira Krajcik,610B10,5EA68F,Cost
362,Howard Moen,FAEA55,71AE33,Hops
363,Colleen Breitenberg,24FE60,EE1AFD,Time
364,Jan Barrows,7E66A0,F3BBF4,Time
365,Bernard Brekke,D7D0FF,556CA3,Hops
366,Donna Bayer,1FA016,483E0B,Cost
367,Bonnie Breitenberg,7B66A2,4CB4F8,Hops
368,Bobbie Mitchell,5ECFCD,E28CB6,Hops
369,Delores Gulgowski,5C6EDC,D5F53B,Hops
370,Hope Langosh,9EB16F,EEBEEB,Cost
371,Meghan Stark,CA4B18,58183F,Cost
372,Pauline Franecki,3C766D,FAF783,Cost
373,Rosa Dach,C33C74,1F29B5,Cost
374,Ian Ledner,610B10,CDC26D,Hops
375,Noel Yundt,CA4B18,544FAE,Hops
376,Lucille Aufderhar,CDC26D,E28CB6,Time
377,Nora Schneider,EEBEEB,AAE996,Time
378,Miranda Rempel,B974DA,02389D,Hops
379,Shaun Kling,71AE33,BB58E8,Hops
380,Irma Rice,FB7714,FAF783,Time
381,Ollie Gleason,C19EE3,F19321,Time
382,Agnes Rowe,E70A99,FAF783,Cost
383,Phyllis Medhurst,A9446A,4E4594,Cost
384,Bonnie Walker,8A3A94,AC417B,Hops
385,Tyler Gaylord,6EA5F0,3C766D,Cost
386,Marvin Roob,EDB726,556CA3,Time
387,Elena Cartwright,7B66A2,D46B5F,Time
388,Vickie Moen,30DAE4,05B7E8,Hops
389,Pamela Satterfield,76BC45,3B4762,Time
390,Bradley Funk,CE2276,A9BB6C,Time
391,Alicia Stokes,CDC26D,9189E1,Cost
392,Gretchen Barton,F8A9E9,AAE996,Time
393,Clark Deckow,556CA3,92573F,Hops
394,Yvette Thompson,9C5E0D,AAD1A5,Cost
395,Vanessa Hickle,5ADEDC,9189E1,Time
396,Jimmy Block,EEBEEB,965CE4,Cost
397,Genevieve Crist,AC052B,0F59F8,Cost
398,Daryl Shanahan,682474,FE52DA,Hops
399,Kevin Jast,C6637A,3C766D,Cost
400,Stewart Goldner,115E3D,F8A9E9,Cost
401,Martin Mueller,6B5607,F392D9,Time
402,Gustavo Quitzon,3C9576,F289AC,Hops
403,Duane Oberbrunner,CB2617,5131C3,Hops
404,Beulah Lemke,9934F3,D5F53B,Time
405,Jacquelyn Schinner,EE1AFD,28488F,Hops
406,Essie Braun,6DFC6D,9934F3,Cost
407,Vicky Boehm,CA4B18,8BDE7B,Hops
408,Tracy Adams,D08E9D,FAEA55,Time
409,Walter Wisozk,05C63D,DAAFEF,Hops
410,Sadie Rau,4E4594,C52400,Time
411,Mathew Larkin,AC417B,B974DA,Time
412,Jordan Kutch,5ECFCD,30DAE4,Cost
413,Shannon Wiza,56376F,DAAFEF,Cost
414,Emanuel Cremin,F392D9,6DFC6D,Hops
415,Bridget Spinka,682474,A7A0F8,Time
416,Javier Lockman,FAEA55,C33C74,Time
417,Jeremy Dooley,30DAE4,AAD1A5,Hops
418,Alison Ledner,D08E9D,D320E5,Time
419,Erma Borer,DB73A3,E28CB6,Hops
420,Susie Hoppe,D7D0FF,C97172,Cost
421,Marvin Hoppe,9EB16F,A7A0F8,Hops
422,Pablo Torphy,610B10,6460A7,Cost
423,Leslie Conn,05B7E8,316F69,Cost
424,Martin Schamberger,75A9A4,05C63D,Time
425,Silvia Stroman,A9446A,8DB674,Cost
426,Arthur Franecki,CE2276,B59188,Hops
427,Brandon Hills,83A971,AAE996,Hops
428,Myra Borer,9EB16F,EE67D9,Time
429,Lorene Weber,4E4594,5B8D34,Cost
430,Brett Macejkovic,24FE60,483E0B,Time
431,Bernard Stiedemann,7C8400,B85525,Time
432,Rufus Runolfsdottir,097B12,5BF693,Hops
433,Al Kunde,EEBEEB,9E3E90,Cost
434,Ernest Gleason,28488F,8AD5CB,Hops
435,Joann Parisian,F85155,965CE4,Hops
436,Madeline Wisoky,FE1774,E39BDC,Hops
437,Anita Macejkovic,DB73A3,316F69,Hops
438,Jenny Schinner,6B5607,6B5607,Cost
439,Salvatore Kemmer,DAAFEF,B85525,Time
440,Valerie Emmerich,EDB726,D6418E,Time
441,Jackie Lowe,9EB16F,F289AC,Time
442,Andrew Stanton,30DAE4,EEEF94,Cost
443,Nettie Parisian,75A9A4,3C9576,Cost
444,Constance Halvorson,E28CB6,B85525,Time
445,Brendan Maggio,B7196F,5ECFCD,Hops
446,Leigh Ryan,0AACB6,85A952,Cost
447,Juanita Kub,02389D,CA4B18,Hops
448,Velma Stehr,7C8400,E28CB6,Hops
449,Sabrina Mayert,965CE4,76BC45,Hops
450,Kristi Friesen,76D7A7,B85525,Time
451,Marcia Kshlerin,85A952,83A971,Hops
452,Pearl Mayer,C19EE3,0F59F8,Hops
453,Carla Reichert,76BC45,5BF693,Time
454,Timothy Jenkins,AF5EDE,097B12,Time
455,Olive Graham,0AACB6,7B2E93,Hops
456,Chris Raynor,56376F,A862E7,Hops
457,Laura Ebert,4CB4F8,FE52DA,Hops
458,Mindy Lindgren,AC052B,85A952,Cost
459,Adrienne Feeney,115E3D,7C7C2B,Hops
460,Marguerite Braun,A9446A,6D3D99,Hops
461,Noah Goyette,D6418E,02389D,Cost
462,Ira Schaefer,115E3D,83A971,Hops
463,Winston Prohaska,610B10,B59188,Time
464,Shelia Bauch,F3BBF4,DAAFEF,Time
465,Leroy Brown,FAF783,58183F,Hops
466,Christopher Feil,C6637A,FE1774,Hops
467,Chad Raynor,5ADEDC,19641B,Hops
468,Ruben Schowalter,45692C,DB73A3,Time
469,Alfred McClure,9912E8,6B5607,Hops
470,Chris Brown,02389D,544FAE,Cost
471,Alyssa Boyle,023881,403152,Time
472,Jeffery Reichert,D46B5F,FE1774,Cost
473,Fred Bayer,5131C3,DC1B44,Hops
474,Noel Bins,E28CB6,C97172,Time
475,Victor Watsica,F289AC,BB58E8,Hops
476,Ricardo Mills,7C8400,FB7714,Hops
477,Randolph Johnson,D320E5,6D3D99,Time
478,Wm Fay,4CB4F8,6CAE8A,Time
479,Geoffrey Sanford,1FA016,6E7635,Time
480,Abraham Aufderhar,550364,F3BBF4,Time
481,Verna Kozey,EE67D9,4958EC,Time
482,Jerry Waters,483E0B,9C5E0D,Hops
483,Clayton McCullough,D6418E,5ECFCD,Time
484,Jeanne Grady,C5E307,0E4226,Hops
485,Donna Treutel,5131C3,EE67D9,Time
486,Nicolas Kuvalis,9912E8,19641B,Hops
487,Lucille Wyman,B7196F,9189E1,Hops
488,Bernice Johnston,403152,83A971,Cost
489,Jaime Brown,71AE33,550364,Cost
490,Ryan Gottlieb,05C63D,A862E7,Cost
491,Doyle Veum,5ECFCD,8BDE7B,Hops
492,Helen Carroll,FAF783,7B66A2,Hops
493,Thelma Emmerich,115E3D,382A98,Hops
494,Verna Hane,F5DFF1,D320E5,Hops
495,Maurice Haley,023881,DB73A3,Cost
496,Rebecca Lemke,6FFCE4,5B8D34,Time
497,Elena Kub,115E3D,8DB674,Time
498,Raul McDermott,C89939,D320E5,Cost
499,Alexandra Thiel,5EA68F,EEBEEB,Hops
500,Manuel Reinger,4D2472,0F59F8,Hops
501,Elizabeth Bode,C6637A,CEE55A,Hops
502,Erik Emard,8DB674,D6418E,Time
503,Troy Koss,6CAE8A,235520,Time
504,Melinda Kreiger,A9446A,E39BDC,Cost
505,Joe Wisoky,05C63D,D46B5F,Time
506,Evelyn Wolf,7B66A2,483E0B,Hops
507,Ron Schultz,9189E1,4CB4F8,Cost
508,Ana Larkin,A9446A,C6637A,Hops
509,Chris Dach,5DC175,5ECFCD,Cost
510,Sammy Heaney,24FE60,FB7714,Time
511,Jordan Heidenreich,8DB674,FB7714,Hops
512,Marcella O'Connell,EE1AFD,8BDE7B,Cost
513,Boyd Rau,EE1AFD,75A9A4,Cost
514,Michele Ryan,02389D,02389D,Hops
515,William Orn,C5E307,FE52DA,Cost
516,Bryant Gutkowski,92573F,AAE996,Time
517,Heather Feeney,56376F,097B12,Time
518,Cora Wunsch,316F69,097B12,Hops
519,Vincent Mraz,A16183,71AE33,Cost
520,Lucille Hills,3C766D,3C9576,Hops
521,Scott Gulgowski,EEBEEB,5BF693,Cost
522,Everett Roberts,EDB726,D5F53B,Time
523,Fernando Haag,F289AC,EE67D9,Cost
524,Alex Hills,CEE55A,FE1774,Cost
525,Madeline Brekke,DC1B44,5BF693,Cost
526,Jody Spencer,FE52DA,05C63D,Time
527,Diana O'Conner,749BEE,B7196F,Hops
528,Andy Oberbrunner,F8A9E9,5E32DC,Hops
529,Alex Lowe,F8A9E9,3C766D,Cost
530,Francis Runte,FAEA55,D05BB4,Time
531,Rufus Mills,02389D,9912E8,Hops
532,Juana Harvey,5B8D34,AE85F2,Cost
533,Patrick Koelpin,D08E9D,6E7635,Hops
534,Tami Hand,C5E307,AE3CB3,Cost
535,Wilma Wolf,1F29B5,EEBEEB,Cost
536,Kerry Zboncak,24FE60,F3BBF4,Hops
537,Karl O'Keefe,CEE55A,FAF783,Time
538,Audrey Rowe,ED1E89,05B7E8,Cost
539,Stacy Ryan,6EA5F0,D320E5,Cost
540,Gerard Luettgen,8BDE7B,8AD5CB,Time
541,Harry Goldner,5FA399,CDC26D,Hops
542,Bradford Mayert,6EA5F0,4958EC,Hops
543,Alyssa O'Reilly,F85155,A9446A,Cost
544,Lucille Goodwin,24FE60,28488F,Cost
545,Joanna Howe,7CB0C8,85A952,Cost
546,Gustavo Bechtelar,245447,F3BBF4,Cost
547,Dave Gaylord,F85155,B59188,Cost
548,Winifred Von,4CB4F8,9C5E0D,Cost
549,Randal Yundt,EEEF94,749BEE,Time
550,Winifred Schuppe,9E3E90,5ADEDC,Cost
